0.0, 0.0
0.0, 21.0
7.0, 15.0
25.0, 25.0
31.0, 29.0
41.0, 17.0
48.0, 20.0
52.0, 17.0
56.0, 16.0
60.0, 8.0
57.0, 5.0
58.0, 0.0
49.0, 10.0
62.0, 28.0
55.0, 32.0
60.0, 39.0
61.0, 41.0
61.0, 45.0
63.0, 50.0
68.0, 53.0
81.0, 66.0
83.0, 71.0
87.0, 68.0
78.0, 73.0
78.0, 76.0
74.0, 74.0
64.0, 72.0
60.0, 67.0
52.0, 63.0
48.0, 63.0
43.0, 65.0
35.0, 71.0
45.0, 77.0
45.0, 80.0
39.0, 88.0
33.0, 94.0
29.0, 87.0
31.0, 78.0
34.0, 76.0
29.0, 72.0
34.0, 61.0
36.0, 58.0
40.0, 58.0
44.0, 59.0
49.0, 60.0
50.0, 52.0
48.0, 46.0
57.0, 42.0
64.0, 30.0
72.0, 30.0
72.0, 34.0
83.0, 24.0
85.0, 24.0
87.0, 19.0
92.0, 7.0
90.0, 3.0
90.0, 2.0
84.0, 3.0
99.0, 10.0
98.0, 43.0
99.0, 50.0
99.0, 52.0
94.0, 50.0
93.0, 55.0
96.0, 60.0
91.0, 73.0
98.0, 73.0
88.0, 79.0
82.0, 77.0
77.0, 78.0
80.0, 81.0
80.0, 92.0
94.0, 99.0
71.0, 92.0
59.0, 85.0
56.0, 89.0
51.0, 92.0
57.0, 100.0
55.0, 99.0
48.0, 91.0
22.0, 82.0
18.0, 94.0
14.0, 92.0
10.0, 90.0
8.0, 92.0
17.0, 76.0
14.0, 74.0
13.0, 71.0
12.0, 74.0
10.0, 73.0
0.0, 68.0
4.0, 56.0
12.0, 58.0
15.0, 47.0
13.0, 40.0
4.0, 38.0
11.0, 34.0
22.0, 35.0
22.0, 17.0
16.0, 21.0
12.0, 10.0
0.0, 0.0
