0, 0
41, 17
0, 21
13, 40
48, 91
55, 99
34, 61
99, 50
84, 3
87, 19
50, 52
59, 85
98, 43
12, 58
22, 17
93, 55
49, 10
48, 63
82, 77
87, 68
51, 92
64, 72
4, 56
29, 72
14, 74
31, 78
80, 81
60, 39
7, 15
91, 73
33, 94
90, 3
45, 80
8, 92
71, 92
57, 42
83, 24
45, 77
60, 67
49, 60
96, 60
55, 32
62, 28
43, 65
74, 74
68, 53
83, 71
94, 99
57, 5
52, 63
58, 0
61, 41
61, 45
92, 7
64, 30
22, 35
99, 52
0, 68
10, 73
99, 10
18, 94
78, 73
40, 58
12, 10
98, 73
11, 34
94, 50
4, 38
48, 46
88, 79
22, 82
57, 100
56, 16
15, 47
81, 66
60, 8
63, 50
52, 17
36, 58
17, 76
34, 76
10, 90
25, 25
78, 76
16, 21
12, 74
35, 71
48, 20
39, 88
77, 78
72, 30
44, 59
29, 87
85, 24
31, 29
90, 2
13, 71
14, 92
72, 34
56, 89
80, 92
