0, 0
1731, 4551
4475, 4600
3263, 49
3959, 4901
3633, 4210
956, 158
3808, 592
3268, 1000
3029, 3660
4471, 1231
2610, 14
2896, 4942
4911, 2744
770, 2979
3553, 2776
4764, 1246
19, 3516
1153, 3140
3609, 3873
4523, 3239
86, 4896
2294, 1637
840, 737
2193, 2594
2457, 3308
205, 3149
952, 3650
3106, 1230
2529, 3715
140, 1370
1109, 2560
3953, 3164
4861, 864
2368, 3308
1540, 1183
1035, 4673
3359, 1119
2677, 1288
879, 668
4825, 4115
1944, 4928
4387, 3978
2356, 3121
3744, 1363
144, 2193
127, 4904
1053, 1966
433, 3485
3327, 396
2524, 3034
919, 4639
3757, 2044
792, 549
1556, 1512
4023, 4670
3707, 2253
840, 1184
4932, 1219
453, 740
2892, 1058
2436, 4254
1946, 3027
687, 1426
2206, 773
1048, 2749
4446, 2444
4471, 4992
436, 1020
3631, 2520
4192, 3204
1891, 2106
222, 970
2819, 1287
348, 4861
1148, 752
128, 3299
337, 2890
2959, 3547
4778, 3852
2778, 461
1172, 4412
1122, 1356
207, 3130
825, 4346
1701, 428
3244, 2048
322, 1118
963, 4099
229, 1913
4807, 2
2951, 4255
3918, 159
3181, 817
3228, 1134
1414, 4165
2066, 95
2666, 542
3526, 2855
1092, 3243
550, 4170
1474, 4706
681, 640
1898, 1033
433, 1212
710, 4896
1014, 3030
32, 886
618, 1980
1839, 1332
634, 1806
3242, 938
3994, 469
3845, 3540
3793, 1758
4281, 2042
4204, 4928
4168, 826
1953, 730
387, 2829
3939, 1698
4082, 281
330, 2481
2411, 3119
3554, 1504
4737, 1930
1397, 4879
1140, 2297
2847, 4198
3137, 4043
3923, 4039
431, 53
4475, 1382
3339, 1818
2892, 833
1841, 349
1048, 2510
4870, 476
1764, 4289
2083, 392
4221, 2739
3209, 2784
4594, 4656
1273, 215
4398, 1175
4538, 349
3698, 1650
3491, 2730
4182, 3969
4708, 4989
2699, 2031
1512, 3984
676, 889
1565, 4039
904, 2884
3340, 4757
1633, 1550
4268, 3326
1258, 4437
1772, 2388
240, 1404
1964, 4270
806, 2923
4652, 1117
220, 3417
2988, 4064
1151, 3320
3774, 1979
3760, 31
2649, 2104
2660, 3156
2940, 2596
3154, 1466
4758, 2806
1889, 4731
1044, 2905
366, 1319
3014, 3443
3400, 3773
74, 2167
1102, 4446
1004, 4039
683, 1530
1142, 4623
2525, 150
2791, 512
2313, 361
3236, 123
1729, 761
1067, 2163
970, 2582
2838, 2321
2282, 2521
1869, 1528
613, 95
3067, 4723
2622, 2117
3395, 989
3136, 3164
2520, 891
3044, 640
617, 4182
19, 1624
2027, 4969
893, 1101
1078, 1726
3026, 4349
2193, 1538
1781, 2682
3490, 515
1760, 807
1900, 2319
3623, 3043
3532, 4607
395, 4208
3326, 4771
2157, 903
699, 3051
3306, 1161
4848, 1676
1246, 356
3410, 4825
2569, 3706
2247, 2459
607, 4692
4245, 2366
4768, 4832
2138, 4530
1398, 1109
2742, 360
3847, 4103
2836, 992
3820, 351
1711, 3907
1725, 3226
4220, 1703
3964, 1216
676, 1539
4344, 4653
4252, 4028
754, 2831
3349, 3638
2606, 1945
3315, 4999
1416, 786
2718, 996
1339, 1238
4410, 4145
3784, 883
3549, 1983
3204, 1699
35, 2325
220, 174
3541, 4272
1872, 2368
1556, 4223
4200, 315
4970, 2312
3333, 620
3399, 3763
88, 1248
4570, 2459
289, 2078
2688, 1966
1761, 4654
759, 1539
2527, 271
457, 2130
823, 2645
3322, 451
973, 197
3827, 4252
1944, 3386
4062, 4971
620, 218
3209, 3963
3242, 4806
4652, 2037
2129, 3847
4018, 2248
1233, 3268
968, 1779
2384, 373
2130, 3002
1677, 827
477, 3530
4371, 2823
4241, 3650
1973, 386
2504, 4754
4519, 2750
1784, 1836
229, 567
217, 1566
194, 2531
2140, 3076
2599, 1449
883, 4555
2181, 3388
2412, 3131
4561, 4640
2020, 3709
1101, 1019
3177, 4257
45, 1607
4557, 3004
1964, 3473
518, 614
3112, 3073
236, 1703
2049, 3784
1721, 2512
68, 3278
3509, 4179
576, 2768
1959, 206
3648, 2394
842, 164
4302, 1956
4872, 191
4353, 4573
1474, 1722
1925, 1567
4550, 3994
1981, 1164
2763, 4927
1785, 679
4359, 3026
2303, 4001
4766, 752
247, 231
3465, 3341
1086, 3718
1156, 4716
4065, 1233
3354, 2457
4296, 3988
3344, 1107
980, 2414
2541, 1509
3211, 4247
4421, 532
2512, 2545
3825, 2644
639, 3157
1643, 4351
2502, 1577
2514, 463
3068, 4250
3426, 2230
1184, 1090
801, 1569
466, 2498
3972, 4758
269, 845
89, 4085
2770, 528
2530, 3567
3754, 3106
4565, 2771
2773, 381
4339, 3697
4311, 2420
203, 2964
2223, 1734
53, 4161
3227, 3032
1203, 3920
4399, 2844
2063, 2113
1633, 3948
1345, 4136
3354, 3201
1361, 3090
4213, 3084
937, 825
1892, 1069
106, 1786
4245, 1573
1278, 720
4795, 3389
704, 982
710, 174
4705, 4418
2354, 3497
3798, 549
2856, 875
3571, 2006
2498, 475
1409, 591
2431, 714
1341, 167
4201, 1716
4968, 62
3465, 3361
51, 4334
183, 1778
2356, 3994
3915, 1230
2912, 4775
190, 3987
1175, 706
278, 3887
1663, 4072
194, 3528
4049, 2548
1987, 2027
1607, 2854
3349, 870
738, 2008
3147, 2728
2029, 3782
1059, 3011
1395, 4066
4664, 617
2883, 285
936, 380
797, 3427
4407, 3629
2474, 2244
2322, 4642
2295, 4933
4844, 2481
3628, 481
2083, 2880
3699, 3538
4930, 2895
1520, 1190
1008, 4564
1407, 4587
2511, 2027
4009, 2073
855, 2727
2147, 4216
774, 4517
1378, 3658
1973, 1414
3698, 2403
2809, 4119
2657, 2178
3273, 1937
4068, 1729
4974, 3457
1486, 443
1511, 1513
2469, 3476
4131, 2051
4349, 4578
2393, 173
1366, 2728
1506, 3935
2643, 1447
3805, 3561
4278, 1881
1235, 1757
2721, 1311
2722, 614
242, 57
2310, 663
4934, 2293
4134, 4396
3190, 4416
3522, 3721
3397, 4920
2166, 1331
368, 4838
3493, 528
3575, 1387
4660, 1417
1668, 3257
1986, 659
3032, 533
244, 3285
649, 3725
2773, 851
818, 3637
4759, 724
1049, 1706
616, 2445
1756, 2959
3136, 3685
353, 4413
2773, 597
3979, 3699
2568, 3049
31, 2755
1771, 3783
3159, 4179
4577, 955
114, 762
4538, 1534
4511, 3151
4530, 1096
975, 4669
3459, 1906
2728, 4594
1417, 4132
4809, 3113
2817, 2808
2001, 4803
4996, 2499
239, 3851
2353, 4443
421, 1226
4602, 1774
515, 2417
1411, 3888
1459, 85
3272, 4533
4358, 1073
4004, 694
2763, 2666
3218, 3230
2242, 3639
4560, 3036
1221, 3520
2338, 1282
4823, 2367
1980, 93
1206, 2096
1379, 3160
2873, 2532
3206, 621
481, 4962
4859, 4231
2885, 1497
1474, 20
3722, 3288
2433, 3961
4995, 1988
271, 1406
1196, 2140
164, 1478
137, 1661
1572, 3754
348, 2037
4417, 1592
3221, 363
3629, 916
3511, 1801
2738, 2375
2995, 2665
3135, 1270
4683, 3990
2658, 434
4686, 3906
2237, 1093
4719, 4375
4031, 1942
2908, 2602
4113, 3461
4186, 2888
344, 18
4578, 4579
525, 1431
1283, 1646
2145, 4520
3430, 1121
3733, 4529
1982, 715
383, 109
