0, 0
720, 823
233, 414
335, 879
167, 287
586, 368
365, 514
915, 956
215, 83
573, 646
767, 641
330, 61
928, 704
582, 804
236, 251
846, 784
598, 76
609, 687
154, 489
943, 407
699, 817
299, 303
471, 474
719, 923
164, 533
605, 485
481, 806
735, 134
673, 692
228, 963
865, 365
113, 91
705, 289
306, 6
224, 845
890, 459
840, 740
167, 764
672, 212
581, 936
91, 224
569, 563
694, 598
808, 654
212, 502
781, 352
216, 839
81, 807
162, 437
712, 312
279, 334
820, 641
552, 822
496, 89
984, 558
56, 970
861, 744
874, 10
742, 265
120, 751
50, 264
287, 137
134, 280
912, 397
216, 970
895, 73
623, 993
555, 641
61, 332
684, 945
931, 287
660, 57
189, 284
9, 427
800, 400
727, 196
219, 753
557, 999
169, 256
682, 386
618, 641
665, 631
432, 441
989, 798
24, 155
537, 839
384, 515
502, 361
631, 67
524, 257
228, 421
475, 610
94, 814
692, 539
676, 823
287, 160
669, 534
956, 613
188, 701
143, 759
326, 869
230, 497
582, 646
965, 947
124, 599
447, 567
933, 261
10, 658
903, 634
292, 22
710, 631
317, 155
428, 642
753, 657
571, 744
489, 937
673, 220
47, 892
923, 342
136, 724
136, 486
157, 475
895, 493
821, 10
344, 296
753, 628
383, 622
265, 255
362, 543
660, 444
873, 841
884, 541
259, 214
834, 367
869, 180
741, 718
77, 233
902, 716
407, 604
454, 440
894, 285
845, 62
613, 111
170, 942
658, 345
924, 803
604, 637
883, 1000
141, 481
68, 451
653, 473
400, 48
313, 673
939, 915
721, 740
662, 723
46, 580
467, 750
226, 15
933, 57
594, 809
463, 34
22, 479
848, 118
213, 556
374, 608
809, 200
86, 951
9, 826
143, 3
633, 103
419, 469
169, 240
356, 191
2, 56
749, 753
915, 14
786, 56
892, 655
462, 17
104, 429
847, 41
465, 205
457, 162
544, 509
674, 695
656, 502
868, 515
991, 909
545, 55
95, 927
666, 15
136, 904
283, 683
880, 687
854, 965
431, 378
943, 301
286, 271
802, 367
104, 728
989, 450
426, 488
124, 609
62, 583
784, 134
534, 424
123, 900
853, 992
6, 652
717, 846
183, 2
674, 510
966, 923
849, 837
142, 763
727, 454
283, 240
174, 420
416, 146
900, 201
318, 517
649, 536
406, 737
178, 518
464, 453
650, 314
687, 150
528, 243
297, 760
716, 562
816, 597
785, 937
807, 493
726, 411
714, 480
287, 274
786, 131
946, 78
216, 710
679, 237
686, 592
296, 341
23, 272
389, 446
247, 779
313, 676
418, 958
967, 537
231, 723
338, 791
630, 187
927, 574
420, 926
444, 669
871, 953
13, 934
752, 19
790, 18
55, 497
371, 982
30, 55
842, 80
960, 530
632, 705
165, 263
127, 493
23, 82
252, 127
510, 84
812, 990
142, 580
763, 413
795, 913
973, 999
415, 22
971, 265
730, 52
179, 343
287, 440
854, 246
308, 459
321, 748
754, 54
996, 225
169, 580
498, 513
283, 167
120, 752
958, 930
872, 811
584, 769
151, 288
980, 740
712, 924
798, 790
429, 389
585, 647
820, 212
20, 869
950, 263
187, 797
525, 54
667, 430
964, 757
64, 639
602, 894
426, 789
565, 609
967, 380
732, 772
654, 168
724, 458
760, 511
822, 223
834, 647
925, 602
772, 647
428, 183
649, 581
867, 634
777, 237
503, 425
668, 926
17, 742
453, 675
90, 205
753, 417
525, 600
62, 479
77, 703
824, 976
634, 726
150, 996
397, 737
317, 543
286, 945
555, 944
188, 181
473, 636
174, 54
922, 842
741, 525
48, 1000
183, 483
115, 581
97, 782
80, 734
699, 169
66, 893
272, 320
592, 982
465, 878
172, 70
265, 84
172, 246
39, 108
649, 312
681, 283
245, 36
616, 954
95, 799
586, 830
950, 324
301, 817
673, 524
335, 246
238, 943
169, 380
377, 697
604, 444
697, 41
523, 366
880, 345
423, 102
973, 602
545, 257
58, 218
297, 171
105, 517
923, 222
947, 401
847, 45
14, 223
291, 877
385, 217
166, 378
